Service Name,Request Count,Requests Failed,Requests Timed Out,Request Max Response Time,Request Avg Response Time,Status
services/Secure/MitigationBanks.MapServer,0,0,0,0,0,running
services/EPM_PublicAppConstruction.MapServer,446597,42,0,177.076,0.36714963811064427,running
services/Complex/PAVE_IRI.MapServer,33564,8,0,131.001,1.8883532642470455,running
services/Complex/PAVE_HistoricalPavementProperties_OD.MapServer,8004,1,0,147.134,3.1046990143353,running
services/System/SyncTools.GPServer,94,0,0,6.861,3.1137182539682544,running
services/Secure/COLLECTOR_Lighting.MapServer,1353,0,0,18.645,4.739284061438588,running
services/EPM_UnfundedTIF.MapServer,2784,0,0,128.214,3.926518801932755,running
services/UDOT_Regions.MapServer,2637751,1684,0,148.227,0.26892333856684886,running
services/Secure/UDOTPropertyInventorySUMMIT.MapServer,0,0,0,0,0,running
services/GPTools/HRORefreshToFGDB.GPServer,68,0,0,5.798,3.30861574074074,running
services/ProgramPlan.MapServer,707,706,0,0,0,STOPPED
services/AADT_Data.MapServer,408576,49,0,149.959,0.3839155808400954,running
services/ProjectWise.MapServer,2773,2,0,144.943,2.9649187246062874,running
services/Secure/UPDHabitatAnalysis.MapServer,0,0,0,0,0,running
services/EPM_AllProjects.MapServer,359333,110,106,266.556,0.262651024510977,running
services/EPM_STIPProjects.MapServer,492384,85,18,371.398,0.26265703902605425,running
services/Complex/RestStops.MapServer,1339,1,0,42.533,3.9674722291513875,running
services/StationIndex.MapServer,1272,2,0,34.419,4.519156358075196,running
services/DesignDataUnverified.MapServer,3399,3,0,54.568,3.320978930287187,running
services/Secure/Wildlife_Mitigation_Projects_INTERNAL.MapServer,0,0,0,0,0,running
services/GPTools/RegisterGDBSet.GPServer,69,1,0,4.886,1.6861764705882354,running
services/FI_TrafficIslands.MapServer,1222,4,0,62.913,5.213343880976671,running
services/System/CachingControllers.GPServer,63,0,0,4.246,3.0546111111111114,running
services/Region4/SR9_CorridorStudy.MapServer,3443,5,0,55.398,3.233353132534504,running
services/uplan/Unified_Plan_Features.MapServer,204,5,0,65.248,31.284732824361637,running
services/BARRIERS_COLLECTOR_1.MapServer,8,8,0,0,0,running
services/Region4/Region4_MaterialPitsSecure.MapServer,0,0,0,0,0,running
services/PEL/RumbleStrips_Test.MapServer,387,3,0,10.874,2.0764100516274118,running
services/uplan/RoadRespect2014.MapServer,1254,3,0,85.314,4.550914317945512,running
services/Complex/Culverts_Authoritative_viewonly.MapServer,43047,72,0,238.662,1.2648396842421887,running
services/Region4/US6PassingLanes.MapServer,9098,6,0,176.725,0.27118281236198327,running
services/LRP_USTM.MapServer,17290,9,0,209.601,2.439926103546443,running
services/RampSigns.MapServer,2679,2,0,37.759,3.70119014253666,running
services/FutureSTIP.MapServer,49034,3,0,139.723,1.3865375671033708,running
services/Complex/I15_Express_Lane_Access_Locations.MapServer,2295,1,0,33.957,3.534205541459978,running
services/Complex/Point_Projects.MapServer,8878,0,0,147.63,2.418106159832091,running
services/Complex/HPMS_Changes_2017vs2018.MapServer,2691,0,0,12.598,0.26756984010579093,running
services/Permits_SpecialEvents.MapServer,6023,3,0,245.75,4.039941150538891,running
services/System/SyncToolsEx.GPServer,78,0,0,14.158,6.893343749999998,running
services/Mandli_GIST.MapServer,303,0,0,27.035,4.49605956567587,running
services/Complex/PAVE_DTIMSReccomend2018.MapServer,3715,5,0,176.221,4.087297500934575,running
services/Secure/RailroadCrossings.MapServer,140,0,0,11.651,5.397304094292803,running
services/PED_Ramps.MapServer,7128,115,0,114.058,3.1927166677719545,running
services/Secure/Wild_Animal_Hits_uPlan.MapServer,0,0,0,0,0,running
services/uplan/Model_Traffic_Volumes.MapServer,1205,4,0,34.204,4.272433171157268,running
services/Complex/PAVE_HistoricalPavementProperties.MapServer,3618,5,0,150.559,3.078134186982224,running
services/EPM_PublicAppSubstComplete.MapServer,10349,4,0,103.732,2.156576432042279,running
services/SpeedLimitPolylines.MapServer,257371,88,0,132.276,0.3700421003578938,running
services/Complex/UrbanBoundaries.MapServer,110726,1546,0,105.474,0.1978109818922856,running
services/EPM_STIPProjects2019.MapServer,607,0,0,17.458,4.893166399675093,running
services/uplan/USTM_Assumptions.MapServer,6912,4,0,157.324,2.6652945409835183,running
services/FI_Mandli2012.MapServer,70877,23,0,311.014,2.4598646774467285,running
services/uplan/Energy_Uintah_Basin.MapServer,685,683,0,0,0,STOPPED
services/MaterialPitsV10.MapServer,3781,5,0,354.797,3.8012880098607758,running
services/R2Agreements.MapServer,617,617,0,0,0,STOPPED
services/UtahNHS.MapServer,17194,33,0,106.433,1.4792463466345713,running
services/LRSFeatureInventory.MapServer,323834,73,1,104.44,0.43837674838771434,running
services/Complex/CCS_ProposedSegments.MapServer,611,1,0,161.08,5.008813201667894,running
services/Complex/UPlanUgateIndex.MapServer,2347,2,0,155.39,3.5735715595884114,running
services/uplan/RRXing.MapServer,1293,3,0,120.62,4.162854921128472,running
services/uplan/Statewide_ROW_Lines.MapServer,4567,19,0,114.242,2.9732738516573183,running
services/System/DynamicMappingHost.MapServer,0,0,0,0,0,STOPPED
services/Complex/AGRCAliases.MapServer,2060,4,0,59.289,3.562599968299687,running
services/Imagery_13385.MapServer,270,8,0,137.439,6.648684692421107,running
services/System/SceneCachingControllers.GPServer,64,1,0,6.041,3.293162162162162,running
services/RFPSampleLocations2017.MapServer,174,0,0,22.49,4.658393322981365,running
services/ExecuteBatchJob.GPServer,73,1,0,8.003,3.267651162790698,running
services/EPM_RE.MapServer,1991,174,11,67.317,3.574400217629964,running
services/Complex/EPM_STIPProjects2020.MapServer,513,1,0,68.342,5.062956951629928,running
services/Secure/Dog_Valley_Pass_Crashes_uPlan.MapServer,0,0,0,0,0,running
services/FI_SurfaceArea.MapServer,13014,56,115,600.35,6.537894754916712,running
services/uplan/Energy_Uintah_Basin_Public.MapServer,16018,27,0,100.287,1.1272136569041329,running
services/uplan/Travelwise.MapServer,578,4,0,216.891,89.95678835006102,running
services/UDOTBicycleService.MapServer,3108,4,0,231.424,35.39622378664359,running
services/Region4/SR59CorridorStudy.MapServer,6244,4,0,148.371,0.1649125657071662,running
services/TOC_ITS_Planning_readonly.MapServer,1544,5,0,111.658,4.663952795626722,running
services/Complex/PAVE_PaveMgmtLevelHistory.MapServer,3485,1,0,150.125,2.859799554584001,running
services/Secure/Safety_Crashes.MapServer,0,0,0,0,0,running
services/ADARampInventory.MapServer,3918,2,0,115.074,5.278926672041994,running
services/Complex/SeatBeltStudyData.MapServer,5562,0,0,172.293,2.9090291663702823,running
services/uplan/Boundaries_All.MapServer,1763929,43,159,589.466,0.10204001444510195,running
services/Complex/Shields.MapServer,140382,30,0,105.651,0.43957324109147455,running
services/Utilities/Search.SearchServer,0,0,0,0,0,STOPPED
services/uplan/Wildlife_Mitigation_Projects_PUBLIC.MapServer,3604,3,0,77.779,1.5434270721773617,running
services/Complex/STRAVA.MapServer,561,2,0,56.229,4.024389744925121,running
services/DesignData_Filtered.MapServer,28896,9,0,151.525,2.411264509511977,running
services/EPM_STIPProjects2017.MapServer,1711,1,0,80.891,3.868410190793637,running
services/uplan/ROW_Parcel_Acquisition.MapServer,1300,3,0,32.16,3.9171267913812327,running
services/GPTools/EPMNormGeomRefreshToFGDB.GPServer,13,13,0,0,0,STOPPED
services/uplan/Hybrid_Reference.MapServer,371030,139,0,305.49,1.6207823146185225,running
services/Complex/PAVE_SurfaceAreas.MapServer,2631,1,0,88.172,4.460712710210177,running
services/System/RasterAnalysisTools.GPServer,0,0,0,0,0,STOPPED
services/Complex/NHS_1993.MapServer,2284,1,0,267.412,3.718560604178998,running
services/uplan/test1.MapServer,573,2,0,15.597,2.2282984009951394,running
services/Region4/Region4Design.MapServer,5900,5,0,71.685,0.13969862987615736,running
services/Complex/PAVE_PavementSectionData.MapServer,70652,73,0,298.059,1.558405312989002,running
services/Complex/TruckParking.MapServer,2393,1,0,169.01,3.8300808576574275,running
services/Region4/ZionHotspotStudy.MapServer,9048,3,0,113.595,0.09617302723457721,running
services/AVL_Plow_Locations.MapServer,308117,33,0,127.965,1.7119990168438066,running
services/Secure/Risk_Management_Buildings.MapServer,27,0,0,9.117,5.8688076923076915,running
services/EndTreatments.MapServer,3607,2,0,46.804,2.961170855242044,running
services/Complex/PAVE_PavementSectionData2014_OD.MapServer,2508,1,0,90.703,4.336066635444808,running
services/uplan/Bicycle_Priority_Routes.MapServer,3504,5,0,154.611,2.9663187994023787,running
services/Complex/PAVE_GPRThickness.MapServer,1525,5,0,121.292,3.952576986557912,running
services/AutomaticTrafficRecorderLocations.MapServer,13521,2,0,177.894,2.308987593021526,running
services/ProjectWiseAgreements.MapServer,8350,6,0,38.412,2.129873376544643,running
services/uplan/ICorridor_Analysis.MapServer,78068,68,0,164.462,1.2827172236936948,running
services/FI_Mandli2015.MapServer,60304,13,0,231.466,3.1975068342849085,running
services/uplan/Traffic_History_And_Forecasts.MapServer,3411,1,0,123.219,3.3483653875328465,running
services/Complex/FUNC_CLASS_CHANGES.MapServer,2729,88,0,119.514,3.42903624075947,running
services/TrafficSignalBikeDetection.MapServer,163,1,0,38.388,12.102691781305113,running
services/EPM_HistoricProjects.MapServer,1376,1,0,6.573,0.18666166438848936,running
services/uplan/Wildlife_Mitigation_Projects_MitigationOnly.MapServer,10188,4,0,186.091,2.807374235696151,running
services/Secure/Skid.MapServer,579,0,0,13.466,4.202780641739657,running
services/GPTools/CADD_TO_GIS_DESIGN.GPServer,57,0,0,7.446,3.846928571428571,running
services/EPM_PublicAppPlanned.MapServer,117735,20,1,401.893,0.7355313871272887,running
services/EPM_ProjectsByPhase.MapServer,11064,1,0,125.371,2.2306263131020967,running
services/LRSRoutesSimple.MapServer,6606,0,0,211.866,0.8731747563756064,running
services/Utilities/Search_indexer.GPServer,2,2,0,0,0,STOPPED
services/uplan/URP_Service.MapServer,355,3,0,337.437,165.3383746228463,running
services/Secure/Barriers_TrafficSafety_Prioritization.MapServer,152,0,0,8.927,4.049353769540036,running
services/Safety_SevCrashperMileScore.MapServer,1323,6,0,31.001,3.6957696425860798,running
services/System/DistributedWorker.GPServer,64,0,0,3.821,0.3689305555555556,running
services/Complex/BarrierInspection.MapServer,5953,4827,0,50.201,2.8283734528784747,running
services/Secure/TOC_ITS_Planning.MapServer,349,0,0,7.761,4.847653892160471,running
services/Secure/Wet_Pavement_Crashes_uPlan.MapServer,0,0,0,0,0,running
services/UtilityConflictMatrix.MapServer,13159,289,0,233.894,2.0827316514206022,running
services/CorridorPreservationParcels.MapServer,90,87,0,0,0,STOPPED
services/System/RasterRendering.ImageServer,0,0,0,0,0,STOPPED
services/EPM_PublicAppStudies.MapServer,96952,15,0,155.233,0.8405443771415446,running
services/uplan/NorthSouthTrafficStudy.MapServer,49444,21,0,109.963,1.965479998181926,running
services/uplan/Safety_EmergencyOperations.MapServer,9349,8949,0,19.701,4.5430054588184845,running
services/System/PublishingToolsEx.GPServer,468,2,0,10.179,0.6840593306549227,running
services/EPM_PublicAppFinished.MapServer,40500,10,3,481.204,1.411886900903775,running
services/Region4/Region4_MaterialPits.MapServer,2656,4,0,102.461,3.176293274749717,running
services/Complex/AssetsAll.MapServer,34529,41,0,406.733,10.012268100436357,running
services/uplan/Freight.MapServer,70952,19,0,305.629,2.5523227023714408,running
services/Complex/CCS_Workforce.MapServer,662,104,0,4.548,0.2947122758715389,STOPPED
services/TOC_ITS_Existing.MapServer,10956,11,0,729.896,4.021124277899157,running
services/EPM_PublicAppInDesign.MapServer,105621,8,0,385.107,0.8088530467154861,running
services/Secure/Run_off_Right_Crashes_uPlan.MapServer,0,0,0,0,0,running
services/Secure/PacifiCorp_Lighting_SECURE.MapServer,7,0,0,6.951,5.897857142857142,running
services/uplan/RoadClosureStudy.MapServer,1707,2,0,32.46,3.678315577546703,running
services/Complex/PAVE_FHWACondition2017.MapServer,14076,3,0,198.843,2.9944380715772754,running
services/Utilities_Authoritative.MapServer,105503,358,0,114.661,0.6985727500738226,running
services/Complex/PAVE_PavementSectionDataCurrent_OD.MapServer,1576,2,0,65.73,4.242226658275031,running
services/uplan/Boundaries.MapServer,14809,6,0,207.168,0.48320354992301234,running
services/Safety_CrashRateScore.MapServer,1303,2,0,47.953,4.1773133034960015,running
services/Secure/SR73_Archaeology_Secure.MapServer,0,0,0,0,0,running
services/EPM_Projects.MapServer,4169,14,0,148.861,2.6123233740108858,running
services/uplan/Region_Bike_Plans_Change.MapServer,1290,3,0,43.138,4.659522021660753,running
services/Complex/SpecialHighways.MapServer,37279,9,1,411.29,1.8545284941748867,running
services/PEL/WebReport.GPServer,52,49,0,0,0,STOPPED
services/Region4/PIN15329_EXUtilityROW.MapServer,1,0,0,1.526,1.526,running
services/Complex/PAVE_StrategicDirection.MapServer,22947,3,0,167.954,1.9712916659948863,running
services/Secure/TrafficSafetyStudies.MapServer,7075,2,0,104.451,1.135567596567506,running
services/uplan/NaturalEnvironment.MapServer,2479,2477,0,0,0,running
services/ADA_new_ramps_edit.MapServer,5427,22,0,11.4,0.45675058222764203,running
services/System/GeoAnalyticsManagement.GPServer,0,0,0,0,0,STOPPED
services/uplan/OtherEnvironment.MapServer,2484,2481,0,0,0,running
services/GPTools/RegisterWithGDB.GPServer,62,0,0,11.957,3.325833333333333,running
services/uplan/RoadRespectRoutes.MapServer,221,4,0,110.531,20.421630408902693,running
services/SpringSegments.MapServer,6537,1,0,72.963,3.136999429936146,running
services/System/CachingToolsEx.GPServer,79,0,0,36.108,7.028325581395347,running
services/FI_ThroughLanes_HPMS.MapServer,6373,2,0,157.275,2.990679950139031,running
services/UtahScenicByways.MapServer,13629,9,0,122.934,2.046254501954883,running
services/uplan/ruben_test_geoprocessing_print.GPServer,13,10,0,0,0,STOPPED
services/UrbanCode.MapServer,17300,5,0,103.774,4.416253709379172,running
services/uplan/UintaBasinRail.MapServer,212058,46,0,289.928,1.3524962596591208,running
services/Utilities/GeocodingTools.GPServer,0,0,0,0,0,STOPPED
services/TrafficSafetyCrash_ForSocrata.MapServer,1310,1,0,38.408,5.305427530960769,running
services/Complex/StateNAD83.MapServer,15,15,0,0,0,STOPPED
services/Secure/Fatal_and_Severe_Injury_Crashes_uPlan.MapServer,0,0,0,0,0,running
services/Secure/Bicycle_Vehicle_Conflict_Hotspots.MapServer,11,0,0,6.856,5.06455,running
services/UAS_Imagery.MapServer,5504,18,28,159.144,15.917265400110281,running
services/Projects.MapServer,7334,258,3,186.746,2.492000215180092,running
services/PEL/MilepostSegment.GPServer,29,26,0,0,0,STOPPED
services/Secure/R3_Encroachments.MapServer,0,0,0,0,0,running
services/UDOTBridgesPublicByShed.MapServer,2879,0,0,41.345,2.8998654771685652,running
services/Secure/CorridorPreservationParcels.MapServer,0,0,0,0,0,running
services/ProjectWiseR4Scans.MapServer,7429,7423,0,0,0,running
services/Complex/UrbanBikeNetwork.MapServer,521,1,0,65.038,4.589836582515364,running
services/Complex/Impaired_Waters.MapServer,1425,6,0,76.065,0.43705836579610413,running
services/Secure/Lighting_Projects_TS.MapServer,1,0,0,4.321,4.321,running
services/uplan/Model_Data.MapServer,169182,41,0,205.832,1.3444868346608347,running
services/System/ReportingTools.GPServer,68,0,0,7.234,3.1116666666666664,running
services/ProjectWiseEPM.MapServer,8304,2,0,84.423,2.3435073111559697,running
services/UtilityConflictMatrixEditable.MapServer,580906,184,4,87.839,0.10185632368210974,running
services/Complex/ALRS_Measures_Mandli_QC.MapServer,4587,22,0,119.3,1.216069455173577,STOPPED
services/Secure/SWPPP.MapServer,191,0,0,11.541,6.221496546478957,running
services/EPM_FundedProjects.MapServer,36496,8,0,160.026,1.409395885542,running
services/SafetyData2013_2015.MapServer,43264,10,0,248.171,1.181312808301069,running
services/Prostar_Test.MapServer,1826,55,1,49.815,1.9081816025909704,running
services/GPTools/ProjectDataSDEtoFGDB.GPServer,62,0,0,6.157,1.7995555555555554,running
services/Secure/TrafficSafetyCrash.MapServer,29104,109,0,166.565,2.3401427150293954,running
services/Utilities/Geometry.GeometryServer,1392,0,0,3.01,0.09682312043944921,running
services/UDOTBridgesOpenData.MapServer,43147,5,0,103.044,0.6553222445643543,running
services/Region4/SR18_CorridorStudy.MapServer,2446,3,0,18.301,0.14106778113461732,running
services/TrafficSafety_Crosswalks_edit.MapServer,2663,0,0,15.486,4.297925218495743,running
services/Region4/SR12CorridorStudy.MapServer,23567,10,0,93.918,0.27049088770472113,running
services/System/SpatialAnalysisTools.GPServer,75,2,0,9.576,3.4435170454545454,running
services/Secure/StormWaterFeatures_viewonly.MapServer,42419,0,0,50.076,0.34755283729109293,running
services/uplan/All_Things_Traffic.MapServer,714,5,0,278.589,143.16768427652408,running
services/WinterSeverityIndex.MapServer,5655,3,0,81.35,2.898697016889293,running
services/CommissionDistricts.MapServer,1323,3,0,38.014,4.152562344062616,running
services/EPM_STIPProjects2018.MapServer,2185,1,0,90.452,3.4240499805594893,running
services/FI_Mandli2017.MapServer,44420,74,10115,136.041,1.3132977894917366,running
services/CensusUrbanBoundary.MapServer,2475672,47,0,179.816,0.17911028979504443,running
services/Secure/Barriers_TrafficSafety_Jersey20_Inspection.MapServer,4149,0,0,12.064,5.688687396411082,running
services/uplan/TravelWiseMAGCongestionManagement.MapServer,20484,3,0,206.457,2.856020488536511,running
services/Complex/PAVE_PavementSectionData2015_OD.MapServer,2605,0,0,128.165,3.808240250189486,running
services/uplan/I15_Truck_Parking.MapServer,34495,12,0,279.293,2.3255301199401757,running
services/uplan/Infrastructure.MapServer,2482,2478,0,0,0,running
services/MaintenanceAssets.MapServer,8682,16,6,501.501,10.5145406161707,running
